Профиль №1  с 01.11.2021 по 30.11.2021
Счетчик № 0816190453
Сохранен 30.11.2021 6:23:41

Дата	Время	A+, кВт	A-, кВт	R+, квар	R-, квар	Статус
08.11.2021	15:00-16:00	000,1339	000,0000	000,0539	000,0000	
08.11.2021	16:00-17:00	000,1187	000,0000	000,0484	000,0000	
08.11.2021	17:00-18:00	000,1271	000,0000	000,0528	000,0000	
08.11.2021	18:00-19:00	000,0945	000,0000	000,0418	000,0000	
08.11.2021	19:00-20:00	000,0567	000,0000	000,0301	000,0000	
08.11.2021	20:00-21:00	000,0539	000,0000	000,0280	000,0000	
08.11.2021	21:00-22:00	000,0550	000,0000	000,0278	000,0000	
08.11.2021	22:00-23:00	000,0848	000,0000	000,0398	000,0000	
08.11.2021	23:00-24:00	000,1142	000,0000	000,0487	000,0000	
09.11.2021	00:00-01:00	000,0806	000,0000	000,0380	000,0000	
09.11.2021	01:00-02:00	000,0820	000,0000	000,0385	000,0000	
09.11.2021	02:00-03:00	000,0543	000,0000	000,0285	000,0000	
09.11.2021	03:00-04:00	000,0607	000,0000	000,0294	000,0000	
09.11.2021	04:00-05:00	000,0588	000,0000	000,0273	000,0000	
09.11.2021	05:00-06:00	000,0512	000,0000	000,0247	000,0000	
09.11.2021	06:00-07:00	000,0480	000,0000	000,0233	000,0000	
09.11.2021	07:00-08:00	000,0491	000,0000	000,0249	000,0000	
09.11.2021	08:00-09:00	000,0501	000,0000	000,0238	000,0000	
09.11.2021	09:00-10:00	000,0474	000,0000	000,0237	000,0000	
09.11.2021	10:00-11:00	000,0414	000,0000	000,0214	000,0000	
09.11.2021	11:00-12:00	000,0436	000,0000	000,0226	000,0000	
09.11.2021	12:00-13:00	000,0327	000,0000	000,0187	000,0000	
09.11.2021	13:00-14:00	000,0307	000,0000	000,0184	000,0000	
09.11.2021	14:00-15:00	000,0348	000,0000	000,0188	000,0000	
09.11.2021	15:00-16:00	000,0345	000,0000	000,0190	000,0000	
09.11.2021	16:00-17:00	000,0384	000,0000	000,0200	000,0000	
09.11.2021	17:00-18:00	000,0360	000,0000	000,0185	000,0000	
09.11.2021	18:00-19:00	000,0419	000,0000	000,0214	000,0000	
09.11.2021	19:00-20:00	000,0500	000,0000	000,0250	000,0000	
09.11.2021	20:00-21:00	000,0453	000,0000	000,0235	000,0000	
09.11.2021	21:00-22:00	000,0595	000,0000	000,0291	000,0000	
09.11.2021	22:00-23:00	000,0483	000,0000	000,0247	000,0000	
09.11.2021	23:00-24:00	000,0469	000,0000	000,0238	000,0000	
10.11.2021	00:00-01:00	000,0711	000,0000	000,0334	000,0000	
10.11.2021	01:00-02:00	000,0458	000,0000	000,0240	000,0000	
10.11.2021	02:00-03:00	000,0474	000,0000	000,0244	000,0000	
10.11.2021	03:00-04:00	000,0464	000,0000	000,0257	000,0000	
10.11.2021	04:00-05:00	000,0466	000,0000	000,0240	000,0000	
10.11.2021	05:00-06:00	000,0660	000,0000	000,0338	000,0000	
10.11.2021	06:00-07:00	000,0913	000,0000	000,0400	000,0000	
10.11.2021	07:00-08:00	000,0864	000,0000	000,0381	000,0000	
10.11.2021	08:00-09:00	000,1613	000,0000	000,0604	000,0000	
10.11.2021	09:00-10:00	000,1093	000,0000	000,0475	000,0000	
10.11.2021	10:00-11:00	000,1260	000,0000	000,0504	000,0000	
10.11.2021	11:00-12:00	000,1185	000,0000	000,0472	000,0000	
10.11.2021	12:00-13:00	000,1220	000,0000	000,0499	000,0000	
10.11.2021	13:00-14:00	000,1228	000,0000	000,0505	000,0000	
10.11.2021	14:00-15:00	000,1277	000,0000	000,0509	000,0000	
10.11.2021	15:00-16:00	000,1312	000,0000	000,0518	000,0000	
10.11.2021	16:00-17:00	000,1287	000,0000	000,0519	000,0000	
10.11.2021	17:00-18:00	000,1471	000,0000	000,0563	000,0000	
10.11.2021	18:00-19:00	000,1488	000,0000	000,0563	000,0000	
10.11.2021	19:00-20:00	000,1235	000,0000	000,0498	000,0000	
10.11.2021	20:00-21:00	000,0960	000,0000	000,0426	000,0000	
10.11.2021	21:00-22:00	000,1157	000,0000	000,0482	000,0000	
10.11.2021	22:00-23:00	000,1115	000,0000	000,0457	000,0000	
10.11.2021	23:00-24:00	000,0707	000,0000	000,0337	000,0000	
11.11.2021	00:00-01:00	000,1093	000,0000	000,0470	000,0000	
11.11.2021	01:00-02:00	000,1081	000,0000	000,0501	000,0000	
11.11.2021	02:00-03:00	000,0982	000,0000	000,0444	000,0000	
11.11.2021	03:00-04:00	000,0608	000,0000	000,0321	000,0000	
11.11.2021	04:00-05:00	000,0669	000,0000	000,0336	000,0000	
11.11.2021	05:00-06:00	000,0816	000,0000	000,0374	000,0000	
11.11.2021	06:00-07:00	000,0897	000,0000	000,0389	000,0000	
11.11.2021	07:00-08:00	000,0608	000,0000	000,0299	000,0000	
11.11.2021	08:00-09:00	000,0583	000,0000	000,0298	000,0000	
11.11.2021	09:00-10:00	000,1290	000,0000	000,0504	000,0000	
11.11.2021	10:00-11:00	000,0501	000,0000	000,0269	000,0000	
11.11.2021	11:00-12:00	000,0488	000,0000	000,0247	000,0000	
11.11.2021	12:00-13:00	000,0641	000,0000	000,0304	000,0000	
11.11.2021	13:00-14:00	000,1183	000,0000	000,0468	000,0000	
11.11.2021	14:00-15:00	000,1343	000,0000	000,0511	000,0000	
11.11.2021	15:00-16:00	000,1336	000,0000	000,0526	000,0000	
11.11.2021	16:00-17:00	000,1338	000,0000	000,0514	000,0000	
11.11.2021	17:00-18:00	000,0621	000,0000	000,0317	000,0000	
11.11.2021	18:00-19:00	000,0624	000,0000	000,0307	000,0000	
11.11.2021	19:00-20:00	000,0542	000,0000	000,0273	000,0000	
11.11.2021	20:00-21:00	000,0553	000,0000	000,0286	000,0000	
11.11.2021	21:00-22:00	000,0802	000,0000	000,0363	000,0000	
11.11.2021	22:00-23:00	000,0828	000,0000	000,0368	000,0000	
11.11.2021	23:00-24:00	000,0615	000,0000	000,0300	000,0000	
12.11.2021	00:00-01:00	000,0583	000,0000	000,0278	000,0000	
12.11.2021	01:00-02:00	000,0560	000,0000	000,0264	000,0000	
12.11.2021	02:00-03:00	000,0531	000,0000	000,0245	000,0000	
12.11.2021	03:00-04:00	000,0455	000,0000	000,0222	000,0000	
12.11.2021	04:00-05:00	000,0643	000,0000	000,0299	000,0000	
12.11.2021	05:00-06:00	000,0596	000,0000	000,0273	000,0000	
12.11.2021	06:00-07:00	000,0526	000,0000	000,0258	000,0000	
12.11.2021	07:00-08:00	000,0512	000,0000	000,0250	000,0000	
12.11.2021	08:00-09:00	000,0470	000,0000	000,0239	000,0000	
12.11.2021	09:00-10:00	000,0479	000,0000	000,0237	000,0000	
12.11.2021	10:00-11:00	000,0429	000,0000	000,0222	000,0000	
12.11.2021	11:00-12:00	000,0386	000,0000	000,0209	000,0000	
12.11.2021	12:00-13:00	000,0401	000,0000	000,0227	000,0000	
12.11.2021	13:00-14:00	000,0395	000,0000	000,0209	000,0000	
12.11.2021	14:00-15:00	000,0366	000,0000	000,0201	000,0000	
12.11.2021	15:00-16:00	000,0377	000,0000	000,0223	000,0000	
12.11.2021	16:00-17:00	000,0373	000,0000	000,0210	000,0000	
12.11.2021	17:00-18:00	000,0442	000,0000	000,0237	000,0000	
12.11.2021	18:00-19:00	000,0449	000,0000	000,0239	000,0000	
12.11.2021	19:00-20:00	000,0440	000,0000	000,0245	000,0000	
12.11.2021	20:00-21:00	000,0449	000,0000	000,0237	000,0000	
12.11.2021	21:00-22:00	000,0443	000,0000	000,0240	000,0000	
12.11.2021	22:00-23:00	000,0418	000,0000	000,0222	000,0000	
12.11.2021	23:00-24:00	000,0445	000,0000	000,0226	000,0000	
